,Unnamed: 0,kind,totalItems,items__kind,items__id,items__etag,items__selfLink,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__publisher,items__volumeInfo__publishedDate,year,items__volumeInfo__description,items__volumeInfo__industryIdentifiers__type,items__volumeInfo__industryIdentifiers__identifier,items__volumeInfo__readingModes__text,items__volumeInfo__readingModes__image,items__volumeInfo__pageCount,items__volumeInfo__printType,items__volumeInfo__categories__-,items__volumeInfo__maturityRating,items__volumeInfo__allowAnonLogging,items__volumeInfo__contentVersion,items__volumeInfo__panelizationSummary__containsEpubBubbles,items__volumeInfo__panelizationSummary__containsImageBubbles,items__volumeInfo__imageLinks__smallThumbnail,items__volumeInfo__imageLinks__thumbnail,items__volumeInfo__language,items__volumeInfo__previewLink,items__volumeInfo__infoLink,items__volumeInfo__canonicalVolumeLink,items__saleInfo__country,items__saleInfo__saleability,items__saleInfo__isEbook,items__saleInfo__listPrice__amount,items__saleInfo__listPrice__currencyCode,items__saleInfo__retailPrice__amount,items__saleInfo__retailPrice__currencyCode,items__saleInfo__buyLink,items__saleInfo__offers__finskyOfferType,items__saleInfo__offers__|,items__saleInfo__offers__|__amountInMicros,items__saleInfo__offers__|__currencyCode,items__accessInfo__country,items__accessInfo__viewability,items__accessInfo__embeddable,items__accessInfo__publicDomain,items__accessInfo__textToSpeechPermission,items__accessInfo__epub__isAvailable,items__accessInfo__epub__acsTokenLink,items__accessInfo__pdf__isAvailable,items__accessInfo__webReaderLink,items__accessInfo__accessViewStatus,items__accessInfo__quoteSharingAllowed,items__searchInfo__textSnippet,items__volumeInfo__averageRating,items__volumeInfo__ratingsCount,items__accessInfo__pdf__acsTokenLink,items__volumeInfo__authors__002,items__volumeInfo__authors__003,Unnamed: 0.1,items__accessInfo__epub__downloadLink,items__accessInfo__pdf__downloadLink,items__volumeInfo__authors__004,items__volumeInfo__authors__005,items__volumeInfo__authors__006,items__volumeInfo__authors__007,items__volumeInfo__authors__008,items__volumeInfo__authors__009,items__volumeInfo__authors__010,items__volumeInfo__authors__011,items__volumeInfo__authors__012,items__volumeInfo__authors__013,items__volumeInfo__authors__014,items__volumeInfo__authors__015,items__volumeInfo__authors__016,items__volumeInfo__authors__017,items__volumeInfo__authors__018,items__volumeInfo__authors__019,items__volumeInfo__authors__020,items__volumeInfo__comicsContent,Unnamed: 0.1.1,items__volumeInfo__authors__-,"items__volumeInfo__description	","items__searchInfo__textSnippet	",title
21,9,books#volumes,369,books#volume,NmrkCgAAQBAJ,BTIfIXjVA4k,https://www.googleapis.com/books/v1/volumes/NmrkCgAAQBAJ,I'm Still Here,,Clélie Avit,Hachette UK,7/14/2016,2016,"A modern-day Sleeping Beauty story of love and hope, perfect for fans of Jojo Moyes. 'A rare and beautiful novel' (Daily Mail) Elsa has been in a coma for five months. With all hope of reviving her gone, her family must face the devastating fact that it might be time to turn off her life support. What they don't know is that in the past few weeks Elsa has regained partial consciousness - she just has no way of telling them. Thibault is in the same hospital visiting his brother and, seeking a retreat, finds his way into Elsa's room. When he begins to talk to her, he doesn't realise she can hear every word - and that he is giving her a reason to wake up. And so begins a love story that might just save both their lives...",ISBN_13,9.78147E+12,TRUE,FALSE,240,BOOK,Fiction,NOT_MATURE,TRUE,1.5.6.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=NmrkCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=NmrkCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=NmrkCgAAQBAJ&printsec=frontcover&dq=intitle:I%27m+Still+Here&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=NmrkCgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=NmrkCgAAQBAJ,NL,FOR_SALE,TRUE,3.99,EUR,3.99,EUR,https://play.google.com/store/books/details?id=NmrkCgAAQBAJ&rdid=book-NmrkCgAAQBAJ&rdot=1&source=gbs_api,1,listPrice,3990000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/I_m_Still_Here-sample-epub.acsm?id=NmrkCgAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=NmrkCgAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"A modern-day Sleeping Beauty story of love and hope, perfect for fans of Jojo Moyes.",3.5,4,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,
22,10,books#volumes,371,books#volume,x86F6sP0z5AC,9rOi0rPFNVs,https://www.googleapis.com/books/v1/volumes/x86F6sP0z5AC,One Love,,Cedella Marley,Chronicle Books,8/26/2011,2011,"Adapted from one of Bob Marley's most beloved songs, One Love brings the joyful spirit and unforgettable lyrics of his music to life for a new generation. Readers will delight in dancing to the beat and feeling the positive groove of change when one girl enlists her community to help transform her neighborhood for the better. Adapted by Cedella Marley, Bob Marley's first child, and gorgeously illustrated by Vanessa Newton, this heartwarming picture book offers an upbeat testament to the amazing things that can happen when we all get together with one love in our hearts.",ISBN_13,9.78145E+12,TRUE,TRUE,32,BOOK,Juvenile Fiction,NOT_MATURE,TRUE,3.5.3.0.preview.3,FALSE,FALSE,http://books.google.com/books/content?id=x86F6sP0z5AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=x86F6sP0z5AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=x86F6sP0z5AC&printsec=frontcover&dq=intitle:One+Love&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=x86F6sP0z5AC&source=gbs_api,https://play.google.com/store/books/details?id=x86F6sP0z5AC,NL,FOR_SALE,TRUE,8.71,EUR,5.92,EUR,https://play.google.com/store/books/details?id=x86F6sP0z5AC&rdid=book-x86F6sP0z5AC&rdot=1&source=gbs_api,1,listPrice,8710000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/One_Love-sample-epub.acsm?id=x86F6sP0z5AC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,TRUE,http://play.google.com/books/reader?id=x86F6sP0z5AC&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"Adapted by Cedella Marley, Bob Marley&#39;s first child, and gorgeously illustrated by Vanessa Newton, this heartwarming picture book offers an upbeat testament to the amazing things that can happen when we all get together with one love in our ...",3.5,10,http://books.google.nl/books/download/One_Love-sample-pdf.acsm?id=x86F6sP0z5AC&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,Bob Marley,,648,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,books#volumes,1,books#volume,ZNAwjgEACAAJ,KZhwj8KRpw4,https://www.googleapis.com/books/v1/volumes/ZNAwjgEACAAJ,Drag Teen,,Jeffery Self,PUSH,2016,2016,"A fantastic, fabulous, funny YA debut from Jeffery Self, one of the gay icons of the YouTube generation! Debut author Jeffery Self takes us on a road trip with an insecure high school senior who was one goal: to be the first in his family to leave Clearwater, Florida, and go to college. The problem is, he has zero means of paying for school - until his friends convince him to compete in a drag teen competition for a college scholarship.",ISBN_10,545829933,FALSE,FALSE,261,BOOK,Young Adult Fiction,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=ZNAwjgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=ZNAwjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=ZNAwjgEACAAJ&dq=isbn:9780545829939%C2%A0&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=ZNAwjgEACAAJ&dq=isbn:9780545829939%C2%A0&hl=&source=gbs_api,https://books.google.com/books/about/Drag_Teen.html?hl=&id=ZNAwjgEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=ZNAwjgEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"JT is a gay high school senior determined to get out of Clearwater, Florida, and be the first person in his family to go to college, even though he can not figure out how to pay for it--until his friends convince him to compete in a drag ...",3,3,,,,721,,,,,,,,,,,,,,,,,,,,,,,,,
24,12,books#volumes,1,books#volume,Utv4DAAAQBAJ,sf7KqPIcrSY,https://www.googleapis.com/books/v1/volumes/Utv4DAAAQBAJ,You Can't Touch My Hair,And Other Things I Still Have to Explain,Phoebe Robinson,Penguin,2016,2016,"Introduction -- From Little Rock Nine to nappy hair, don't care in eighteen & half-ish years -- A brief history of black hair in film, tv, music, & media -- My nine favorite guilty pleasures -- Welcome to being black -- Dear future female president: my list of demands -- How to avoid being the black friend -- Uppity -- Casting calls for people of color that were not written by people of color -- The angry black woman myth -- People, places, & things that need to do better -- Letters to Olivia",ISBN_13,9.78014E+12,FALSE,FALSE,285,BOOK,African American women,NOT_MATURE,FALSE,0.3.0.0.preview.0,FALSE,FALSE,http://books.google.com/books/content?id=Utv4DAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Utv4DAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=Utv4DAAAQBAJ&dq=isbn:9780143129202%C2%A0&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Utv4DAAAQBAJ&dq=isbn:9780143129202%C2%A0&hl=&source=gbs_api,https://books.google.com/books/about/You_Can_t_Touch_My_Hair.html?hl=&id=Utv4DAAAQBAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=Utv4DAAAQBAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"Introduction -- From Little Rock Nine to nappy hair, don&#39;t care in eighteen &amp; half-ish years -- A brief history of black hair in film, tv, music, &amp; media -- My nine favorite guilty pleasures -- Welcome to being black -- Dear future female ...",4,10,,,,723,,,,,,,,,,,,,,,,,,,,,,,,,
25,13,books#volumes,345,books#volume,R0LazQEACAAJ,CRvCbC5GUgs,https://www.googleapis.com/books/v1/volumes/R0LazQEACAAJ,No Common Ground,Confederate Monuments and the Ongoing Fight for Racial Justice,Karen L. Cox,,3/8/2021,2021,"When it comes to Confederate monuments, there is no common ground. Polarizing debates over their meaning have intensified into legislative maneuvering to preserve the statues, legal battles to remove them, and rowdy crowds taking matters into their own hands. These conflicts have raged for well over a century--but they've never been as intense as they are today. In this eye-opening narrative of the efforts to raise, preserve, protest, and remove Confederate monuments, Karen L. Cox depicts what these statues meant to those who erected them and how a movement arose to force a reckoning. She lucidly shows the forces that drove white southerners to construct beacons of white supremacy, as well as the ways that antimonument sentiment, largely stifled during the Jim Crow era, returned with the civil rights movement and gathered momentum in the decades after the Voting Rights Act of 1965. Monument defenders responded with gerrymandering and ""heritage"" laws intended to block efforts to remove these statues, but hard as they worked to preserve the Lost Cause vision of southern history, civil rights activists, Black elected officials, and movements of ordinary people fought harder to take the story back. Timely, accessible, and essential, No Common Ground is the story of the seemingly invincible stone sentinels that are just beginning to fall from their pedestals.",ISBN_10,1469662671,FALSE,FALSE,192,BOOK,,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=R0LazQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=R0LazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=R0LazQEACAAJ&dq=intitle:No+Common+Ground&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=R0LazQEACAAJ&dq=intitle:No+Common+Ground&hl=&source=gbs_api,https://books.google.com/books/about/No_Common_Ground.html?hl=&id=R0LazQEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=R0LazQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,Rewriting history in stone -- From bereavement to vindication -- Confederate culture and the struggle for civil rights -- Monuments and the battle for first-class citizenship -- Debating removal in a changing political landscape -- ...,,,,,,725,,,,,,,,,,,,,,,,,,,,,,,,,
26,14,books#volumes,1,books#volume,YoGJDQAAQBAJ,nJFTCZlaacY,https://www.googleapis.com/books/v1/volumes/YoGJDQAAQBAJ,Between the World and Me,,Ta-Nehisi Coates,One World,2015,2015,"Hailed by Toni Morrison as ""required reading,"" a bold and personal literary exploration of America's racial history by ""the single best writer on the subject of race in the United States"" (The New York Observer)#1 NEW YORK TIMES BESTSELLER | NATIONAL BOOK AWARD WINNER | NAACP IMAGE AWARD WINNER | PULITZER PRIZE FINALIST | NATIONAL BOOK CRITICS CIRCLE AWARD FINALIST | NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY The New York Times Book Review O: The Oprah Magazine The Washington Post People Entertainment Weekly Vogue Los Angeles Times San Francisco Chronicle Chicago Tribune New York.",ISBN_13,9.78081E+12,FALSE,FALSE,152,BOOK,Biography & Autobiography,NOT_MATURE,FALSE,0.4.1.0.preview.0,FALSE,FALSE,http://books.google.com/books/content?id=YoGJDQAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=YoGJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=YoGJDQAAQBAJ&dq=isbn:9780812993547%C2%A0&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=YoGJDQAAQBAJ&dq=isbn:9780812993547%C2%A0&hl=&source=gbs_api,https://books.google.com/books/about/Between_the_World_and_Me.html?hl=&id=YoGJDQAAQBAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=YoGJDQAAQBAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"Hailed by Toni Morrison as &quot;required reading,&quot; a bold and personal literary exploration of America&#39;s racial history by &quot;the single best writer on the subject of race in the United States&quot; (The New York Observer)#1 NEW YORK TIMES BESTSELLER ...",4.5,2693,,,,787,,,,,,,,,,,,,,,,,,,,,,,,,
27,15,,,books#volume,ZkEoAwAAQBAJ,Wv1Zpo7ytzY,https://www.googleapis.com/books/v1/volumes/ZkEoAwAAQBAJ,An Indigenous Peoples' History of the United States,,Roxanne Dunbar-Ortiz,Beacon Press,9/16/2014,2014,"2015 Recipient of the American Book Award The first history of the United States told from the perspective of indigenous peoples Today in the United States, there are more than five hundred federally recognized Indigenous nations comprising nearly three million people, descendants of the fifteen million Native people who once inhabited this land. The centuries-long genocidal program of the US settler-colonial regimen has largely been omitted from history. Now, for the first time, acclaimed historian and activist Roxanne Dunbar-Ortiz offers a history of the United States told from the perspective of Indigenous peoples and reveals how Native Americans, for centuries, actively resisted expansion of the US empire. In An Indigenous Peoples’ History of the United States, Dunbar-Ortiz adroitly challenges the founding myth of the United States and shows how policy against the Indigenous peoples was colonialist and designed to seize the territories of the original inhabitants, displacing or eliminating them. And as Dunbar-Ortiz reveals, this policy was praised in popular culture, through writers like James Fenimore Cooper and Walt Whitman, and in the highest offices of government and the military. Shockingly, as the genocidal policy reached its zenith under President Andrew Jackson, its ruthlessness was best articulated by US Army general Thomas S. Jesup, who, in 1836, wrote of the Seminoles: “The country can be rid of them only by exterminating them.” Spanning more than four hundred years, this classic bottom-up peoples’ history radically reframes US history and explodes the silences that have haunted our national narrative.",ISBN_13,9.78081E+12,TRUE,FALSE,312,BOOK,History,NOT_MATURE,TRUE,1.5.4.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=ZkEoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ZkEoAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.nl/books?id=ZkEoAwAAQBAJ&pg=PT163&dq=intitle:An+Indigenous+Peoples%27+History+of+the+United+States&hl=&cd=5&source=gbs_api,https://play.google.com/store/books/details?id=ZkEoAwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ZkEoAwAAQBAJ,NL,FOR_SALE,TRUE,24.97,EUR,24.97,EUR,https://play.google.com/store/books/details?id=ZkEoAwAAQBAJ&rdid=book-ZkEoAwAAQBAJ&rdot=1&source=gbs_api,1,listPrice,24970000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED,TRUE,http://books.google.nl/books/download/An_Indigenous_Peoples_History_of_the_Uni-sample-epub.acsm?id=ZkEoAwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=ZkEoAwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,Roosevelt administration&#39;s programs to combat economic collapse included an <br>\nacknowledgment of <b>Indigenous</b> self-determination. Roosevelt appointed <br>\nanthropologist and self-identified socialist John Collier as <b>US</b> commissioner of <br>\n<b>Indian</b>&nbsp;...,4,9,,,,895,,,,,,,,,,,,,,,,,,,,,,,,,
28,16,books#volumes,8,books#volume,zsH1DQAAQBAJ,XfJ8BOSp7L8,https://www.googleapis.com/books/v1/volumes/zsH1DQAAQBAJ,I Am Not Your Perfect Mexican Daughter,,Erika L. Sánchez,Knopf Books for Young Readers,10/17/2017,2017,"National Book Award Finalist! Instant New York Times Bestseller! The Absolutely True Diary of a Part-Time Indian meets Jane the Virgin in this poignant but often laugh-out-loud funny contemporary YA about losing a sister and finding yourself amid the pressures, expectations, and stereotypes of growing up in a Mexican-American home. Perfect Mexican daughters do not go away to college. And they do not move out of their parents’ house after high school graduation. Perfect Mexican daughters never abandon their family. But Julia is not your perfect Mexican daughter. That was Olga’s role. Then a tragic accident on the busiest street in Chicago leaves Olga dead and Julia left behind to reassemble the shattered pieces of her family. And no one seems to acknowledge that Julia is broken, too. Instead, her mother seems to channel her grief into pointing out every possible way Julia has failed. But it’s not long before Julia discovers that Olga might not have been as perfect as everyone thought. With the help of her best friend Lorena, and her first love, first everything boyfriend Connor, Julia is determined to find out. Was Olga really what she seemed? Or was there more to her sister’s story? And either way, how can Julia even attempt to live up to a seemingly impossible ideal? “Alive and crackling—a gritty tale wrapped in a page-turner. ”—The New York Times “Unique and fresh.” —Entertainment Weekly “A standout.” —NPR",ISBN_13,9.78152E+12,TRUE,FALSE,352,BOOK,Young Adult Fiction,NOT_MATURE,TRUE,1.6.5.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=zsH1DQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=zsH1DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=zsH1DQAAQBAJ&printsec=frontcover&dq=intitle:I+Am+Not+Your+Perfect+Mexican+Daughter&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=zsH1DQAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=zsH1DQAAQBAJ,NL,FOR_SALE,TRUE,9.72,EUR,9.72,EUR,https://play.google.com/store/books/details?id=zsH1DQAAQBAJ&rdid=book-zsH1DQAAQBAJ&rdot=1&source=gbs_api,1,listPrice,9720000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/I_Am_Not_Your_Perfect_Mexican_Daughter-sample-epub.acsm?id=zsH1DQAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=zsH1DQAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,National Book Award Finalist!,,,,,,961,,,,,,,,,,,,,,,,,,,,,,,,,
29,17,books#volumes,211,books#volume,jBsJ3_jZpYgC,fZsIWExGU+Y,https://www.googleapis.com/books/v1/volumes/jBsJ3_jZpYgC,When She Woke,,Hillary Jordan,HarperCollins UK,4/12/2012,2012,"Hannah Payne is a RED. Her crime: MURDER. And her victim, says the state of Texas, was her unborn child.",ISBN_13,9.78001E+12,TRUE,FALSE,352,BOOK,Fiction,NOT_MATURE,TRUE,1.4.4.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=jBsJ3_jZpYgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=jBsJ3_jZpYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=jBsJ3_jZpYgC&printsec=frontcover&dq=intitle:When+She+Woke&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=jBsJ3_jZpYgC&source=gbs_api,https://play.google.com/store/books/details?id=jBsJ3_jZpYgC,NL,FOR_SALE,TRUE,6.99,EUR,5.24,EUR,https://play.google.com/store/books/details?id=jBsJ3_jZpYgC&rdid=book-jBsJ3_jZpYgC&rdot=1&source=gbs_api,1,listPrice,6990000,EUR,NL,PARTIAL,FALSE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/When_She_Woke-sample-epub.acsm?id=jBsJ3_jZpYgC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=jBsJ3_jZpYgC&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"Hannah Payne is a RED. Her crime: MURDER. And her victim, says the state of Texas, was her unborn child.",4,119,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,
30,18,books#volumes,327,books#volume,9b8TEAAAQBAJ,UQcTSnt9lpU,https://www.googleapis.com/books/v1/volumes/9b8TEAAAQBAJ,Traveling Black,A Story of Race and Resistance,Mia Bay,Belknap Press,3/23/2021,2021,"What was it like to travel while Black under Jim Crow? Mia Bay brings this dramatic history to life. With gripping stories and a close eye on the rail, bus, and airline operators who implemented segregation, she shows why access to unrestricted mobility has been central to the Black freedom struggle since Reconstruction and remains so today.",ISBN_13,9.78067E+12,FALSE,TRUE,400,BOOK,History,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=9b8TEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=9b8TEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=9b8TEAAAQBAJ&printsec=frontcover&dq=intitle:Traveling+Black&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=9b8TEAAAQBAJ&dq=intitle:Traveling+Black&hl=&source=gbs_api,https://books.google.com/books/about/Traveling_Black.html?hl=&id=9b8TEAAAQBAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,PARTIAL,TRUE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=9b8TEAAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,What was it like to travel while Black under Jim Crow? Mia Bay brings this dramatic history to life.,,,,,,1049,,,,,,,,,,,,,,,,,,,,,,,,,
31,19,books#volumes,361,books#volume,HHfEDAAAQBAJ,YRE6hrGKl2I,https://www.googleapis.com/books/v1/volumes/HHfEDAAAQBAJ,White Tears,,Hari Kunzru,Penguin UK,3/14/2017,2017,"'Like Donna Tartt's The Goldfinch... A stunning novel of ideas that becomes a page-turning thriller... ' Stylist 'A fast-paced, ambitious, hallucinatory mystery' Publishers Weekly A dizzying, nail-biting ghost story about modern America from the bestselling author of The Impressionist Two twenty-something New Yorkers: Seth, awkward and shy, and Carter, the trust fund hipster. They have one thing in common: an obsession with music. Rising fast on the New York producing scene, they stumble across an old blues song long forgotten by history -- and everything starts to unravel. Carter is drawn far down a path that allows no return, and Seth has no choice but to follow his friend into the darkness. Electrifying, subversive and wildly original, White Tears is a ghost story and a love story, a story about lost innocence and historical guilt. This unmissable novel penetrates the heart of a nation's darkness, encountering a suppressed history of greed, envy, revenge and exploitation, and holding a mirror up to the true nature of America today.",ISBN_13,9.78024E+12,TRUE,FALSE,352,BOOK,Fiction,NOT_MATURE,TRUE,1.9.7.0.preview.2,FALSE,FALSE,http://books.google.com/books/content?id=HHfEDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=HHfEDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=HHfEDAAAQBAJ&printsec=frontcover&dq=intitle:White+Tears&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=HHfEDAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=HHfEDAAAQBAJ,NL,FOR_SALE,TRUE,11.99,EUR,11.99,EUR,https://play.google.com/store/books/details?id=HHfEDAAAQBAJ&rdid=book-HHfEDAAAQBAJ&rdot=1&source=gbs_api,1,listPrice,11990000,EUR,NL,PARTIAL,TRUE,FALSE,ALLOWED_FOR_ACCESSIBILITY,TRUE,http://books.google.nl/books/download/White_Tears-sample-epub.acsm?id=HHfEDAAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,FALSE,http://play.google.com/books/reader?id=HHfEDAAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,FALSE,"This unmissable novel penetrates the heart of a nation&#39;s darkness, encountering a suppressed history of greed, envy, revenge and exploitation, and holding a mirror up to the true nature of America today.",4,15,,,,1116,,,,,,,,,,,,,,,,,,,,,,,,,
32,20,,,books#volume,AxChzQEACAAJ,B28eyPS9kf4,https://www.googleapis.com/books/v1/volumes/AxChzQEACAAJ,We Are Grateful,,Amarah Nianda,,3/4/2020,2020,"We Are Grateful is a book written by two amazing young children who believe that all children, no matter where they come fromt should try to find beauty in what's around them. Beauty can only be seen once we are grateful for what we have, even if it's not much.",ISBN_10,578673452,FALSE,FALSE,28,BOOK,Juvenile Nonfiction,NOT_MATURE,FALSE,preview-1.0.0,FALSE,FALSE,http://books.google.com/books/content?id=AxChzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=AxChzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=AxChzQEACAAJ&dq=intitle:We+Are+Grateful&hl=&cd=2&source=gbs_api,http://books.google.nl/books?id=AxChzQEACAAJ&dq=intitle:We+Are+Grateful&hl=&source=gbs_api,https://books.google.com/books/about/We_Are_Grateful.html?hl=&id=AxChzQEACAAJ,NL,NOT_FOR_SALE,FALSE,,,,,,,,,,NL,NO_PAGES,FALSE,FALSE,ALLOWED,FALSE,,FALSE,http://play.google.com/books/reader?id=AxChzQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,FALSE,"We Are Grateful is a book written by two amazing young children who believe that all children, no matter where they come fromt should try to find beauty in what&#39;s around them.",,,,Mulemvo Nianda,,1304,,,,,,,,,,,,,,,,,,,,,,,,,
